Days,Blaine,Residue90,Residue45,NC%,L0I%,SO3%,C3S%,C2S%,C3A%,LSF%,Moisture%,ClinkerLiter,ClinkerFeedTemp,Water,CementTemp,GADosage,CementStrength
28,3030.173819,1.006101536,14.78207849,29.32524256,2.36151646,2.550765666,57.03485955,11.83224286,7.255309077,96.65297618,0.19535351,1369.968991,150.3677228,1711.65234,108.6249651,452.6890982,954.2136337
7,3066.486173,1.299221351,13.98994661,28.19052302,2.389445774,2.584693125,59.45740008,12.51922286,7.295694674,95.89240244,0.188161564,1341.085709,159.2813338,1011.001226,102.3307281,451.1042923,847.1082534
1,3086.723643,1.282754174,11.29491326,29.30424649,2.682929155,2.5923624,55.01460516,11.37568571,7.593802481,96.61168907,0.15844998,1356.057981,168.8612379,1038.714089,106.9518747,467.8980597,859.5627097
1,3117.797579,1.358089537,12.94277114,28.62429611,2.529216572,2.57407216,55.19882982,12.43958291,7.032809624,95.01592881,0.183379195,1394.265918,156.4763915,1829.935959,106.2962834,466.6830445,990.6659109
7,3398.33255,1.299514682,14.91165258,28.79809189,2.673092296,2.774941318,58.02035839,12.73386694,7.636042469,96.84912211,0.164257761,1308.273404,163.2228136,1780.674106,108.6348461,469.3847577,995.1713196
1,3278.770022,1.413399414,14.42099489,29.71597251,2.53006534,2.682407603,59.53690082,11.9078937,7.364354238,95.88661302,0.107855783,1325.393777,163.0447071,2491.872984,101.3228795,456.91841,1089.096874
7,3153.680733,1.479537397,13.00399223,28.01806081,2.491741776,2.652468258,56.1942833,12.64286398,7.295241802,96.10676038,0.174056472,1377.998833,155.0216021,1302.762753,109.7758996,486.9084135,916.9812158
1,3294.840282,1.171262129,14.51861984,29.17682527,2.425491076,2.419936811,57.34820887,12.1093147,7.879496571,95.5097645,0.109490844,1309.873721,163.008505,1387.155894,105.8262865,492.8482207,933.7447289
1,3366.101737,1.113675492,14.94592455,29.19742796,2.542548378,2.761565332,57.25232651,12.27418167,7.460002396,96.48506167,0.159408278,1307.56611,154.2466795,1170.310963,109.9547415,496.9357318,907.9161274
28,3383.480963,1.211798431,13.71676411,28.79331955,2.35567921,2.763756077,57.36485673,12.05255692,7.095053046,95.15327161,0.170264021,1336.15414,152.4401483,2376.314514,109.1151473,474.6181152,1088.52465
28,3023.145559,1.143964808,10.32493205,28.47405571,2.659304651,2.712085225,58.11259848,11.92634543,7.826746768,96.74527161,0.106652761,1309.216796,164.0276657,2166.716867,102.2151727,485.043285,1019.415706
1,3157.808719,1.307475132,12.00790118,28.46934808,2.631732962,2.402811682,57.34871881,11.46930688,7.047641257,96.65623366,0.123079465,1358.507844,152.2688163,2233.508667,100.5616201,492.7775562,1055.981595
1,3042.702426,1.455926204,14.18912868,29.76741934,2.427012579,2.4229121,57.23734071,11.60638812,7.726749224,95.43212023,0.191567223,1322.627525,169.9381844,2354.145682,102.5563909,470.9145556,1046.912789
28,3134.264026,1.069558097,11.15284598,28.88404875,2.681119011,2.490089481,57.3714421,11.57994024,7.773906222,96.6186488,0.161631449,1389.569796,153.669048,1787.34998,105.2756365,465.4706397,983.4551936
28,3067.871962,1.050397302,14.15321259,28.66177873,2.630080307,2.452539763,57.95433721,12.12657786,7.352602606,96.57271547,0.124628602,1378.350008,161.8828373,1676.789787,101.7159637,496.8362278,967.2686593
28,3258.739345,1.128007766,10.60169381,28.89755515,2.566522754,2.559534412,57.68503744,11.23990739,7.824787856,96.2644332,0.169067977,1369.970521,158.2274914,1495.58721,101.6745974,475.7838276,951.1365875
7,3155.307354,1.363047793,10.23472679,29.3387808,2.348704764,2.769049223,59.27067999,12.83358338,7.515659406,95.74704035,0.159677642,1361.694403,152.5277284,1883.821922,104.6259355,474.8626943,998.06722
1,3091.757898,1.296481453,11.92045306,28.29151314,2.491293609,2.588824174,55.24748427,12.44131029,7.463293653,95.54299751,0.15015757,1386.346573,150.5568782,1681.417595,100.3326797,458.9208048,961.4054217
28,3106.37517,1.051106332,10.18365969,28.89886767,2.502443022,2.405361051,59.16658536,11.80289126,7.045403281,95.46356718,0.197618697,1322.306206,162.4546456,1677.34838,101.2188808,455.4077507,948.0409326
1,3144.138038,1.459375261,14.78635131,29.17576874,2.393020543,2.513098276,59.21962306,11.31724829,7.290029194,95.63721793,0.168345378,1387.310884,166.1351513,2405.391796,104.1586134,492.1053431,1084.46174
7,3103.979945,1.395042319,14.13102848,29.89716671,2.331986158,2.417837963,56.42454011,12.76398434,7.931009971,96.80711689,0.137544111,1378.94923,166.8403132,2476.047271,100.6312991,480.7066588,1086.975785
7,3181.296339,1.011511302,14.00384844,28.50505556,2.610689452,2.414515049,57.31425978,12.64755618,7.391823963,95.15528155,0.180007343,1374.816083,159.6542695,2194.726584,103.9675506,466.2912292,1046.931923
28,3012.92638,1.325683605,13.14888961,28.7185015,2.348814021,2.510287941,57.19269244,12.44344311,7.546700521,96.65774255,0.188458329,1356.125568,165.5491093,2135.137135,104.7400627,459.5868109,1014.468565
7,3111.905403,1.385623334,11.08162012,28.75871718,2.5377163,2.510244935,56.09254917,11.54309409,7.532021679,95.69778015,0.112522056,1324.624416,163.4569427,2020.837243,104.5126661,477.774864,1008.016851
1,3164.482688,1.187217685,12.59130183,29.21107632,2.67457967,2.714850641,56.98398424,11.80489327,7.59043109,96.04319879,0.120055298,1342.354792,164.4850905,1249.112279,108.6917486,479.1959645,899.842116
28,3241.112753,1.03446077,12.98637036,28.71346411,2.650442077,2.789933861,55.22193886,11.2054965,7.061330956,96.58897127,0.121622701,1379.357065,159.8519801,1088.658731,105.3006246,460.3496801,886.8725285
1,3108.383057,1.038660533,12.6251575,29.06702385,2.411101049,2.548482838,56.38911036,11.37807905,7.362176255,96.76875309,0.169121181,1303.177848,162.6682348,2036.089473,104.6798046,492.5702874,1007.793059
1,3053.27405,1.052123483,11.30116684,29.56358066,2.640579455,2.571554752,59.08341088,12.56603327,7.723128274,95.68956284,0.160303956,1378.205077,166.1105183,2093.179333,104.1070925,454.2132183,1016.032501
7,3030.480152,1.420219816,12.57623962,29.41077119,2.300133002,2.737915775,56.42281151,12.43007744,7.200560251,95.92368696,0.161899156,1324.007074,157.9576835,1070.459487,108.1762338,467.8046543,852.6506426
7,3376.212731,1.455343099,12.4559317,28.89273729,2.307075124,2.507255608,59.09103334,12.18697153,7.203578378,95.82903213,0.19407733,1314.43092,166.119578,2392.077625,108.950566,484.0192207,1087.325622
7,3166.655623,1.061405391,14.98167888,29.72843236,2.541021266,2.462552722,57.65799732,12.79145345,7.010090607,95.02650207,0.177591153,1311.570132,161.8403369,1136.710959,108.5324247,463.7060182,872.6925016
7,3232.465048,1.117953017,14.48718074,29.1162805,2.445919288,2.741235849,59.39931339,12.16653304,7.437481927,95.59188578,0.112793692,1302.725001,153.3180205,1428.850801,106.7354658,491.3837597,930.2028089
7,3367.670621,1.082760255,12.31690374,29.07981168,2.454584336,2.418600235,57.87389777,11.933936,7.882734381,95.91837847,0.134750708,1352.358649,150.4936831,2008.584719,101.3736175,486.9933913,1040.046327
